Feature,Information_Gain
latar,0.00033627865634686376
later,0.0001882094419438352
laterit,0.0001882094419438352
latih,0.00022932202116135838
lauk,0.00022932202116135838
laun,0.00037648743362983126
launching,0.0001882094419438352
laut,0.00047731415628144737
law,0.00022932202116135838
lawak,0.0006882425571326616
lawan,0.0001707417033053535
lawas,0.0001882094419438352
layak,0.0014582228709585977
layan,0.003171215509432503
layang,0.00045873618032261313
layar,0.00037648743362983126
leader,0.00046964063407733546
leaf,0.0004649086164549934
league,0.00043914015144671083
leasing,0.00022932202116135838
lebar,0.0006897179951393679
lebay,0.00022932202116135838
lebh,0.0005883171460294976
lebih,0.00022932202116135838
lebis,0.00022932202116135838
lebur,0.00043914015144671083
ledak,0.00033671596660305846
ledakin,0.00022932202116135838
legal,0.0006882425571326616
legenda,0.00043914015144671083
legislator,0.00022932202116135838
legit,0.0001882094419438352
lego,0.0001882094419438352
leher,0.00022932202116135838
lekas,0.00022932202116135838
lekat,0.0001882094419438352
lelang,0.00037648743362983126
lemah,0.002114873651418937
lemak,0.00043914015144671083
lembaga,0.00022932202116135838
lembah,0.00022932202116135838
lemes,0.00022932202116135838
lempar,0.0001882094419438352
lena,0.0001882094419438352
lenceng,0.00043914015144671083
lengkap,0.000447369892890994
lenih,0.00022932202116135838
lepas,0.00048556846831566535
les,0.00045873618032261356
lestari,0.0006091916569958343
lestrik,0.00022932202116135838
lesu,0.00022932202116135838
let,0.0008785820794104753
letak,0.00021703051773473703
level,0.0006091916569958343
liang,0.00022932202116135838
liar,0.00022932202116135838
liat,0.0001321903461429636
libat,3.1154987293044445e-05
liberal,0.00022932202116135838
libur,0.00045873618032261356
licensi,0.0001882094419438352
licik,0.00022932202116135838
lifepo,0.0001882094419438352
lifetime,0.00022932202116135838
lika,0.00022932202116135838
liku,0.00033627865634686376
lim,0.0005648340275581018
limbah,0.003074024629715097
limbang,0.0001882094419438352
limit,0.0001882094419438352
limonite,0.0001882094419438352
limpah,0.000451928554690634
lindung,8.534794684404365e-05
line,0.0003580277207180099
lingkar,0.00022932202116135838
lingkung,0.002470502164081924
lingkunga,0.00022932202116135838
lingkup,0.0001882094419438352
lini,0.00014820959043265703
link,8.534794684404365e-05
lintas,0.0008383414022569251
lipat,0.0010138726385116202
lipi,0.0001882094419438352
liput,0.00022932202116135838
liquid,0.00022932202116135838
lirik,0.00014820959043265703
lisensi,0.00022932202116135838
listrik,0.013387766955462864
liter,0.0006091916569958343
literasi,0.00043914015144671083
lithium,0.0004323104683607822
lithum,0.0001882094419438352
lobang,0.00022932202116135838
lobi,0.0001882094419438352
lobster,0.00022932202116135838
logam,0.00018934575790797168
logger,0.0001882094419438352
logic,0.00022932202116135838
logika,0.0008407196380903594
logis,0.00043914015144671083
logistik,0.0001882094419438352
logo,6.688823393222231e-05
loka,0.0001882094419438352
lokal,0.0018920042210976264
lokalisasi,0.00043914015144671083
lokasi,0.00204079471736536
loker,0.00037648743362983126
lokomotif,0.0001882094419438352
lolos,0.001157418642901951
lomba,0.0006552797728880042
lompat,0.00018934575790797168
lonceng,0.00033627865634686376
long,0.0001882094419438352
longgar,0.0001882094419438352
longsor,0.00022932202116135838
lonjak,0.00026138814717246886
luar,0.00043914015144671083
luarbiasa,0.0001882094419438352
luas,0.00023975463102180296
luatriknya,0.0001882094419438352
lubang,0.00033627865634686376
luber,0.00022932202116135838
lucid,0.0004174740515685022
lucu,0.0011684430226140382
ludes,0.0001882094419438352
luka,0.00037648743362983126
luknut,0.00022932202116135838
lulus,0.0005730860137746117
lumas,0.0001882094419438352
lumayan,5.140988022191975e-05
lumpuh,0.00022932202116135838
lumpur,0.0013016799814537213
lumrah,0.0001882094419438352
lunak,0.00022932202116135838
lunas,0.00043914015144671083
luncur,0.0018175876550257963
lungkungan,0.00022932202116135838
lupa,0.0003030965119130676
lurah,0.00022932202116135838
luring,0.0001882094419438352
lurus,0.00018934575790797168
lusin,0.00022932202116135838
lux,0.00022932202116135838
lw,0.00022932202116135838
maaf,0.001202682397676018
mab,0.001170768058250052
maba,0.0001882094419438352
macan,0.00022932202116135838
macet,0.005688145903452195
machine,0.00022932202116135838
madam,0.00080111060824809
made,5.628739078659094e-05
maduraa,0.00022932202116135838
mafia,0.002057167686233854
magang,0.0001882094419438352
maghrib,0.00022932202116135838
maglev,0.00043914015144671083
magnet,0.0002951660771293961
magnetik,0.00043914015144671083
maguire,0.0001882094419438352
maha,0.00043914015144671083
mahal,0.004782433680705293
mahasiswa,0.00022932202116135838
mahdi,0.00043914015144671083
mahluk,0.00045873618032261356
mahu,0.0006684047610713223
main,0.001049779679949318
maintain,0.0002663358267249239
maju,0.0015837999192181936
majuin,0.00022932202116135838
makan,0.0010853922457308846
makelar,0.00022932202116135838
makhluk,0.00045873618032261356
maki,0.00045873618032261313
maklum,0.00045873618032261356
makmur,0.00014154288304331526
makna,0.00043914015144671083
makro,0.0001882094419438352
maksa,5.628739078659094e-05
maksiat,0.00043914015144671083
maksimal,0.0004302720207388145
malam,8.942034680486303e-05
malang,4.82841793296039e-05
malas,0.0004462890508085365
maling,0.000669725405155227
mall,0.000236515881350443
malu,0.0007593982815898687
malut,0.00043914015144671083
mampir,8.534794684404365e-05
mampus,0.00022932202116135838
mana,0.0003373864365266773
manasuka,0.00022932202116135838
mancanegara,8.534794684404365e-05
mancapai,0.00022932202116135838
mandang,0.00022932202116135838
mandek,0.0001882094419438352
mandir,0.0008785820794104753
mandiri,0.0008520658366144213
mandra,0.00022932202116135838
manfaat,0.0003068576920624306
manfaatin,0.00022932202116135838
manggunakan,0.0001882094419438352
mangkanya,0.0009178412313506513
mangkas,8.942034680486303e-05
mangkrak,0.0009178412313506513
mangkreng,0.00022932202116135838
mani,0.00043914015144671083
manis,0.00044636453601655827
manja,0.00029553254111734997
manjain,8.534794684404365e-05
manjat,0.00043914015144671083
mantap,0.002905505653342874
manual,0.0006091916569958343
manufaktur,0.0006065988088530794
manusia,0.0007736315863735494
manusiawi,0.00022932202116135838
manuver,0.0002951660771293961
manyun,0.00043914015144671083
map,0.0002951660771293961
mapan,0.00021824299796419457
mara,0.00022932202116135838
marah,0.00022932202116135838
marak,0.0006882425571326616
maret,0.0034256087715883667
marga,0.00037648743362983126
margin,0.00022932202116135838
mari,9.294307165761111e-06
market,0.0004567760879636072
markotop,0.0001882094419438352
markup,0.00022932202116135838
martabat,0.00022932202116135838
marves,0.0005776941623075356
masadepan,0.0001882094419438352
masak,0.00018934575790797168
masal,0.0004274575033157771
masang,0.00022932202116135838
masbro,0.0001882094419438352
maserati,0.0001882094419438352
masif,0.0007257895198010504
maslahat,0.00022932202116135838
mass,0.0002550904861696962
massa,0.00022932202116135838
massacre,0.0001882094419438352
massal,0.001496965832865126
master,8.534794684404365e-05
masterplan,0.00022932202116135838
masukin,0.00022932202116135838
masyarakat,0.0006906439444267832
matahari,7.744200811513101e-05
matang,0.00029944811560737254
match,0.0001882094419438352
matematika,0.0001882094419438352
mateng,0.00043914015144671083
materi,0.0001882094419438352
material,0.0004719457109807364
mati,0.0007507736578507493
matic,0.0005062152975324656
mature,0.00022932202116135838
mau,0.0008773956444909413
mauk,0.00022932202116135838
maung,0.0001882094419438352
maut,0.00022932202116135838
mawon,0.00022932202116135838
maya,0.00022932202116135838
maycut,0.00022932202116135838
mayor,0.0007532492762904377
mayoritas,0.0003966009249054881
mayur,0.00022932202116135838
meanwhile,0.00022932202116135838
medan,0.002087609577037324
media,0.00048338664351737495
mediator,0.0001882094419438352
medis,0.0001882094419438352
medsos,0.0001882094419438352
megang,0.0001882094419438352
meger,0.00022932202116135838
mei,0.00014820959043265703
meja,0.0001882094419438352
mejangkau,0.0001882094419438352
mejual,0.0001882094419438352
mekanik,0.0002557406498427412
mekanisme,0.0001882094419438352
melartang,0.0001882094419438352
melaui,0.00022932202116135838
melempem,0.0001882094419438352
meleng,0.00022932202116135838
melimpang,0.00022932202116135838
melnts,0.00022932202116135838
melon,0.00022932202116135838
melongggarkan,0.00022932202116135838
memabg,0.00043914015144671083
memakmurkn,0.0001882094419438352
memamfaatkan,0.00043914015144671083
membeikan,0.00043914015144671083
memberny,0.0001882094419438352
membludag,0.00022932202116135838
membuli,0.00022932202116135838
membully,0.00022932202116135838
memcoba,0.00043914015144671083
memdadak,0.00022932202116135838
memenangakan,0.00043914015144671083
meminimalisir,0.00014820959043265703
memksakn,0.00022932202116135838
memodif,0.0001882094419438352
memperbudhak,0.00022932202116135838
memsupply,0.0001882094419438352
memwajibkan,0.0001882094419438352
menandatangani,0.0001882094419438352
menandatangi,0.0001882094419438352
menang,0.0012438399988395788
mencekram,0.00022932202116135838
mencengkram,0.0001882094419438352
mencharge,0.00022932202116135838
mendem,0.00037648743362983083
mendi,0.0001882094419438352
mendikbut,0.00022932202116135838
mending,0.0011359801203867392
mendistrupsi,0.00043914015144671083
menditsrupsi,0.00043914015144671083
mendung,0.00022932202116135838
menejemen,0.0007665587565849155
menejer,0.0001882094419438352
meneyapkan,0.00043914015144671083
menfess,0.00022932202116135838
mengahasilkan,0.0001882094419438352
menganggu,0.0001882094419438352
menganmbil,0.00022932202116135838
mengcas,0.00043914015144671083
mengcreate,0.00043914015144671083
menggala,0.00022932202116135838
menggangu,0.00043914015144671083
menggukan,0.00022932202116135838
menghawatirkan,0.00022932202116135838
menghayal,0.00022932202116135838
menghijack,0.00043914015144671083
mengingatkn,0.0001882094419438352
mengjangkau,0.0001882094419438352
mengoprasikan,0.0001882094419438352
mengunakan,0.0007532492762904377
mengupayaka,0.00022932202116135838
mengupgrade,0.0001882094419438352
menit,3.995098936255322e-05
menke,0.00022932202116135838
menko,0.00029460470150476786
menkonversi,0.0001882094419438352
menperin,0.0007665587565849155
mentah,3.698978190544715e-05
mental,0.0005201182036671031
mentang,0.00022932202116135838
menteri,0.001898548346303341
mentinggin,0.00022932202116135838
mentok,0.0002951660771293961
menu,0.0001882094419438352
menyupsidi,0.00043914015144671083
meong,0.00045873618032261356
merah,0.0005883171460294976
merangsek,0.0001882094419438352
merdeka,0.00011317811669380741
merek,0.0007460429899708969
merespon,8.534794684404365e-05
mereyep,0.00022932202116135838
merger,8.534794684404365e-05
mering,0.00022932202116135838
merknya,0.00022932202116135838
merosot,0.0001882094419438352
mersakan,0.0001882094419438352
merta,0.0006091916569958343
mesen,0.00033627865634686376
mesin,0.0027746231638213392
messe,0.0001882094419438352
mesti,0.00023867516314435983
meta,8.534794684404365e-05
metal,0.00037648743362983126
metavers,0.00022932202116135838
meter,0.0005201182036671031
methane,0.00022932202116135838
metik,0.0003775088852304466
metode,0.0001882094419438352
metric,0.0004174740515685022
metro,0.0001882094419438352
mewah,0.0002849159678239297
mewejudkanya,0.0001882094419438352
mgk,0.0001882094419438352
micro,0.00022932202116135838
midlle,0.00043914015144671083
miev,0.0001882094419438352
migas,0.0008637123128872328
migrasi,0.0007573237389400535
mikat,0.0001882094419438352
mikir,0.0019062672239647147
mikro,0.00037648743362983126
mikrotrans,0.00022932202116135838
milenial,0.0001882094419438352
miliar,0.00014820959043265703
militer,0.00022932202116135838
milk,0.00022932202116135838
milliar,0.0001882094419438352
milu,0.00022932202116135838
milyar,0.0001882094419438352
milyaran,8.534794684404365e-05
mimpi,0.00036185415438875633
minat,0.0005707183248342754
mind,0.0007532492762904372
mindset,0.00043914015144671083
mineral,0.0005184018218988584
minerba,0.00022932202116135838
mingkem,0.00022932202116135838
mini,0.0002767854950664148
minicab,0.0001882094419438352
minim,0.00011441666242157852
minimal,0.00018809929361097598
minimum,0.0001882094419438352
mining,0.00022932202116135838
minjem,0.0001882094419438352
minoritas,0.00022932202116135838
minum,0.0001707417033053535
minus,0.00022932202116135838
minyak,0.0012408218530788784
mirai,0.00043914015144671083
miring,0.00022932202116135838
miris,0.00111182480020824
misi,0.0003580277207180099
miskin,0.0014338996759588737
misl,0.00022932202116135838
misterius,0.00022932202116135838
mitigasi,0.0001882094419438352
mitra,4.82841793296039e-05
mk,0.00022932202116135838
mnghadapi,0.00043914015144671083
moal,0.00022932202116135838
mob,0.00045873618032261356
moba,8.534794684404365e-05
mobben,0.00043914015144671083
mobil,0.0025287319183646506
mobile,0.002178623779683799
mobilisasi,0.0002951660771293961
mobilitas,1.0224210894700225e-05
mobility,0.0005648340275581027
mobilny,0.00022932202116135838
mocin,0.0001882094419438352
moda,0.0004444241677449552
modal,0.0003989074698870364
mode,0.00022932202116135838
model,0.00011850660347751752
moderen,0.0001882094419438352
modern,0.0008812965111304376
modernisasi,0.00037648743362983126
modif,8.534794684404365e-05
modifikasi,0.0007756631590126665
modis,0.0001882094419438352
modul,0.00022932202116135838
modular,0.0001882094419438352
modus,0.0006882425571326616
moel,0.0001882094419438352
moeldoko,0.002805651501931334
mogok,0.000760284946397159
mol,0.0012065006130582826
molekul,0.00043914015144671083
momentum,0.0002951660771293961
momok,0.00022932202116135838
moncer,8.534794684404365e-05
mondar,0.0008785820794104753
moneter,0.00022932202116135838
moneypullasinya,0.00022932202116135838
monggo,0.00033627865634686376
mongso,0.00022932202116135838
monolak,0.00043914015144671083
monopoli,0.0003373864365266773
montir,0.0001882094419438352
monyet,0.0001882094419438352
moonbin,0.0001882094419438352
moral,0.00022932202116135838
morgan,8.534794684404365e-05
morowali,0.00029944811560737254
most,0.00043914015144671083
motif,0.0003580277207180099
motivasi,0.0004649086164549934
motogp,0.0008977614949346163
motomobi,0.00022932202116135838
motong,0.00022932202116135838
motor,0.0019669318680583217
motot,0.00022932202116135838
mountainous,0.0001882094419438352
move,0.00043914015144671083
mpr,8.534794684404365e-05
mpv,0.0006728363490859425
muara,0.00033627865634686376
muaro,0.0001882094419438352
muas,0.0001882094419438352
muat,0.0006299815090089109
muatanya,0.0001882094419438352
mubazir,0.00018934575790797168
muculnya,0.00043914015144671083
mud,0.00022932202116135838
muda,0.0008004670380616287
mudah,0.0032653011133009988
mudik,0.003822733043116455
mulus,0.00014820959043265703
mulut,0.00045873618032261313
mumpung,0.0002550904861696962
mumpuni,0.0011302859487320321
munafikun,0.00043914015144671083
muncul,0.00028499012121036135
mundur,4.756645139548021e-05
murah,0.0009742915155916253
murni,0.0003015583503575205
musik,0.00043914015144671083
musim,0.00030053894832123137
musk,3.995098936255322e-05
musnah,0.00022932202116135838
must,0.0004174740515685022
mustahil,0.00022932202116135838
musti,0.00018934575790797168
musuh,0.00045873618032261313
mutakhir,0.0001882094419438352
muter,0.0011475322828441888
mutifinance,0.00022932202116135838
mutih,0.00022932202116135838
mutlak,0.0005871774659791558
mutu,0.0004174740515685022
nabung,4.82841793296039e-05
nafas,0.0007532492762904377
nafkah,0.0004402764674107922
nahan,0.0006882425571326633
nahar,0.00022932202116135838
naikin,0.000669725405155227
najam,0.0001882094419438352
nalar,8.534794684404365e-05
nama,0.00045227959050004934
nambah,0.0017011449830795994
nambang,0.00022932202116135838
nampak,0.0001882094419438352
nampaknya,0.00043914015144671083
nampung,0.00022932202116135838
nanggung,0.00045873618032261356
nangkep,0.00022932202116135838
nangkring,0.00022932202116135838
nangun,0.0001882094419438352
nanjak,0.0007762968592312479
nano,8.534794684404365e-05
nanti,0.00022932202116135838
nantu,0.00022932202116135838
narasi,6.688823393222231e-05
narasumber,0.0001882094419438352
narik,0.0002951660771293961
nasabah,0.00037648743362983126
nasi,0.00045873618032261313
nasib,0.003161824290833897
nasional,0.0004628360764863874
nasionalisme,0.00045873618032261356
negara,0.004378070354865992
negatif,0.0008889507461371385
negeri,0.00020371665793448776
negosiasi,0.0009417332324515738
nelayan,0.00048789235667135345
neraka,0.0001882094419438352
nestapa,0.00043914015144671083
net,0.0009417332324515738
netral,0.0001882094419438352
nett,0.0001882094419438352
neuralink,0.00022932202116135838
neutral,0.0001882094419438352
news,0.0009417332324515738
newton,0.00022932202116135838
ngacir,0.00045873618032261356
ngada,0.0006882425571326633
ngadain,0.00043914015144671083
ngajak,0.00043914015144671083
ngaku,0.00045873618032261356
ngakunya,0.00022932202116135838
ngalahin,0.00018934575790797168
ngambek,0.00022932202116135838
ngambil,0.00045873618032261356
ngamplengi,0.0001882094419438352
ngamuk,0.0001882094419438352
ngandelin,0.00022932202116135838
ngandelkeun,0.00022932202116135838
nganggep,0.00022932202116135838
ngangkat,0.0001882094419438352
ngangkut,0.00022932202116135838
ngantri,8.534794684404365e-05
ngantuk,6.688823393222231e-05
ngap,0.00022932202116135838
ngaruh,0.0006283136334544154
ngarusak,0.00022932202116135838
ngasapin,0.00022932202116135838
ngasi,0.0004402764674107922
ngatain,0.00022932202116135838
ngbakar,0.00022932202116135838
ngcas,0.00043914015144671083
ngebahas,0.0001882094419438352
ngebantu,0.0001882094419438352
ngebayang,0.00022932202116135838
ngebet,0.00014820959043265703
ngebid,0.0001882094419438352
ngebranding,0.0001882094419438352
ngebul,0.00037648743362983126
ngebut,0.00022932202116135838
ngedit,0.00043914015144671083
ngefek,0.00043914015144671083
ngehemat,0.0001882094419438352
ngejar,0.00037648743362983126
ngejepret,0.00043914015144671083
ngejual,0.0001882094419438352
ngel,0.00022932202116135838
ngelarang,0.00043914015144671083
ngeles,0.00022932202116135838
ngelola,0.00022932202116135838
ngeluarin,0.0001707417033053535
ngeluarkan,0.0001882094419438352
ngeluhin,0.00022932202116135838
ngembangin,9.171108433829369e-05
ngepul,0.00022932202116135838
ngepush,0.00022932202116135838
ngerangkai,0.00022932202116135838
ngerasa,8.534794684404365e-05
ngeri,0.00033627865634686376
ngerjain,0.0001882094419438352
ngerti,0.0004870933289792465
ngerubah,0.00037648743362983126
ngerusak,8.534794684404365e-05
ngesot,0.00022932202116135838
ngetren,0.00022932202116135838
ngeyel,0.00022932202116135838
nggak,0.0011475322828441888
nggaknya,0.0001882094419438352
nggege,0.00022932202116135838
nggerakin,0.00022932202116135838
ngibulin,0.00022932202116135838
ngide,0.00022932202116135838
ngiklan,0.00022932202116135838
ngikuti,0.00022932202116135838
ngikutin,0.00022932202116135838
ngiler,0.0001882094419438352
ngimpi,0.00045873618032261356
ngimpor,0.00022932202116135838
ngimpul,0.00022932202116135838
ngirit,0.0001882094419438352
ngisi,0.0004271983258095826
ngisinya,0.00033627865634686376
ngitung,0.0001882094419438352
ngitungnya,8.534794684404365e-05
ngka,0.0001882094419438352
ngobs,0.0001882094419438352
ngoceh,0.00022932202116135838
ngolah,0.00022932202116135838
ngomong,0.0011100774308962843
ngomongin,0.0006091916569958343
ngomongnya,0.0001882094419438352
ngotak,0.00022932202116135838
ngotot,0.0007573237389400535
ngumpul,0.0001882094419438352
ngumpulin,0.00045873618032261356
ngumpulnya,0.00022932202116135838
ngundang,0.00022932202116135838
nguntungin,0.0006882425571326616
ngurangin,0.00021703051773473703
nguras,0.00022932202116135838
ngurus,0.0006503042362133019
ngurusi,0.00022932202116135838
ngurusin,0.00045873618032261356
niaga,0.0001882094419438352
niat,0.0010537309872250841
nickle,0.0001882094419438352
nihil,0.0001882094419438352
nik,0.0002550904861696962
nikel,0.001809500909336532
nikmat,0.001226849827760018
nikmatin,0.0006882425571326633
nikmir,0.0001882094419438352
nila,0.0009417332324515738
nilai,0.0013072473668248649
nimbrung,0.00022932202116135838
nipon,0.00043914015144671083
nok,0.0001882094419438352
nol,0.00044503914794008417
nomor,0.0002561813188834989
non,0.00030998215877054824
nope,0.00022932202116135838
nordic,0.00043914015144671083
normal,0.00017686894411602402
normatif,0.00043914015144671083
nostalgia,0.0001882094419438352
nota,0.0001882094419438352
notabanenya,0.0001882094419438352
notabene,4.82841793296039e-05
note,0.0001882094419438352
nothing,0.00022932202116135838
nrabas,0.00022932202116135838
nre,0.00037648743362983126
nt,0.0001882094419438352
nu,0.00045873618032261313
nuansa,0.0001882094419438352
nuklir,0.0012789182251950397
number,0.0001882094419438352
numpang,0.00018934575790797168
numpuk,0.00033627865634686376
nunak,0.0001882094419438352
nunda,0.00043914015144671083
nunggu,0.0005998075920843264
nuntun,0.00022932202116135838
nunuk,0.0001882094419438352
nurdika,0.00033627865634686376
nurun,0.00033627865634686376
nurut,0.00022932202116135838
nurutin,0.0001882094419438352
nusa,0.00037648743362983126
nusantara,0.0001707417033053535
nutupin,0.00022932202116135838
nyablak,0.00022932202116135838
nyala,0.0007593982815898687
nyalurkan,0.00022932202116135838
nyamain,0.00022932202116135838
nyaman,0.0008976435170522999
nyambar,0.00022932202116135838
nyambung,0.00043914015144671083
nyampe,0.0004402764674107922
nyampek,0.0001882094419438352
nyarankan,0.00022932202116135838
nyari,0.00013389421509985185
nyaring,0.0001882094419438352
nyarinya,0.0001882094419438352
nyatut,0.00022932202116135838
nye,0.00022932202116135838
nyebrang,0.0001882094419438352
nyediain,8.534794684404365e-05
nyedot,0.00022932202116135838
nyekrup,0.00022932202116135838
nyeletup,0.00043914015144671083
nyemplung,0.00022932202116135838
nyenyak,0.0001882094419438352
nyeremin,0.00022932202116135838
nyerobot,0.00022932202116135838
nyesek,0.0001882094419438352
nyetak,0.00022932202116135838
nyetrum,0.00022932202116135838
nyeuaikan,0.0001882094419438352
nyewa,0.0001882094419438352
nyiapin,0.00022932202116135838
nyilakakeun,0.00022932202116135838
nyimak,0.0001882094419438352
nyimpan,0.0001882094419438352
nyinyir,0.00029944811560737254
nyinyirin,0.00022932202116135838
nyiptain,0.0001882094419438352
nyoba,0.00022932202116135838
nyobain,0.0001882094419438352
nyopir,0.00043914015144671083
nyungsep,0.00045873618032261356
nyuruh,0.00022932202116135838
nyusahin,0.00022932202116135838
nyusul,0.00022932202116135838
obar,0.00043914015144671083
obat,0.0005063930294371777
obi,0.00022932202116135838
obligasi,0.0001882094419438352
obral,0.00014820959043265703
obsolete,0.00045873618032261356
obyek,0.00045873618032261356
ocean,0.00045873618032261356
oceania,0.00022932202116135838
odong,0.00045873618032261313
oenyebab,0.00043914015144671083
oenyebrangan,0.00022932202116135838
ofero,0.00037648743362983126
ogah,0.00022932202116135838
oia,0.00022932202116135838
oil,0.00043914015144671083
ojek,0.0005871774659791558
ojol,0.00043914015144671083
okay,0.00045873618032261356
okezone,0.0001882094419438352
okk,0.00022932202116135838
oknum,0.0005107768015525944
oksigen,0.0006091916569958343
oktan,0.00022932202116135838
olah,0.000816852112423837
olahraga,0.00022932202116135838
olh,0.0001882094419438352
oli,0.0014414861204994098
oligarki,0.0008178583674057242
oligopoli,0.00022932202116135838
olok,0.0001882094419438352
ombak,0.0001882094419438352
ombudsman,0.0001882094419438352
omdo,0.00045873618032261356
omnibus,0.00022932202116135838
omnibuslaw,0.00022932202116135838
omong,0.000658187310426675
omset,0.00045873618032261356
onderdil,8.534794684404365e-05
ong,0.00022932202116135838
ongkos,0.00043914015144671083
ongteo,0.0001882094419438352
onta,0.0001882094419438352
opec,0.00045873618032261356
oper,0.00043914015144671083
operasi,0.0005496106797820541
operasional,0.0014020575395110382
opi,0.0001882094419438352
opini,9.457299375904295e-05
oposisi,0.00018934575790797168
opportunity,0.00022932202116135838
optimal,0.0006930327806659458
optimis,0.0015075978727258454
optimisme,0.0001882094419438352
optimistis,0.0007532492762904377
optimization,0.0001882094419438352
optional,0.00043914015144671083
order,0.0011475322828441888
ore,0.00022932202116135838
organik,0.00033627865634686376
organisasi,0.0001882094419438352
otomatais,0.0001882094419438352
otomatis,0.00020730482805406862
otomotif,0.003043043681490532
otomotive,0.0008785820794104753
otonom,0.0001882094419438352
otoped,0.0001882094419438352
otoriter,0.0001882094419438352
ototmotif,0.00043914015144671083
ott,0.00045873618032261356
outdoor,0.0002951660771293961
outomaker,0.00022932202116135838
outomotive,0.00022932202116135838
over,0.00030053894832123137
overload,0.00022932202116135838
oversupply,0.00022932202116135838
pablo,0.00022932202116135838
pabrik,0.0016475486237356098
pabrikan,0.0011514726619440353
pabrikasi,8.534794684404365e-05
pacitan,0.00043914015144671083
pack,0.0001882094419438352
pacu,0.0003880885975716226
padam,0.0004063526988713998
padang,0.0001882094419438352
padat,0.00048767405537183473
padet,0.00045873618032261356
padi,0.00022932202116135838
pagar,0.00045873618032261356
pagi,0.0003373864365266773
paham,0.00012306414922042333
pahit,0.00043914015144671083
pahlawan,0.00022932202116135838
paja,0.0001882094419438352
pajabat,0.0001882094419438352
pajak,0.0017525472460496313
pajang,0.00045873618032261356
pakai,0.0039769544051981385
pakak,0.00022932202116135838
pakar,0.0005648340275581018
pakenya,0.00022932202116135838
paket,0.00014820959043265703
paksa,0.00172001832406274
pala,0.00022932202116135838
palagi,0.0001882094419438352
palembang,0.0003580277207180099
palsu,0.00022932202116135838
pamekasan,0.0001882094419438352
pamer,0.0020600921441736846
pamor,0.00018934575790797168
panas,0.00048032905070953666
panbel,0.0001882094419438352
pancasila,0.00022932202116135838
pancing,0.0002550904861696962
pancung,0.0001882094419438352
pandai,0.00018934575790797168
pandang,0.0006987675290040791
pandemi,8.534794684404365e-05
paneh,0.00022932202116135838
panel,0.00031751097475759887
panen,0.00022932202116135838
pangan,0.000760284946397159
pangeran,0.0006272921818538547
panggil,0.00021703051773473703
panggung,0.0001882094419438352
pangkas,0.0001882094419438352
pangkat,0.0001882094419438352
panglima,0.0001882094419438352
pangsa,0.0007819266464240845
panik,0.0010085827680633701
pantau,0.00018934575790797168
pantes,0.0002951660771293961
pantul,0.00022932202116135838
papa,0.00043914015144671083
papar,0.0006558834738185676
paperbag,0.00022932202116135838
parade,0.0001882094419438352
paradigma,0.00043914015144671083
parah,0.0001122458183215316
parak,0.0001882094419438352
paranoid,0.0001882094419438352
pariwisata,0.00043914015144671083
parking,0.0001882094419438352
parkir,0.0003518374788785074
parsial,0.00022932202116135838
part,0.00044442416774495693
partai,0.0006877862847682057
partisipasi,0.0005648340275581018
partner,0.00037648743362983126
parts,0.00043914015144671083
paruh,0.00022932202116135838
pasal,0.0001882094419438352
pasang,0.0008714003649817833
pasangin,0.00022932202116135838
pasar,0.0013508965000976615
pasca,0.0001882094419438352
paser,0.0001882094419438352
pasien,0.00045873618032261356
pasifik,0.0001882094419438352
pasilitas,0.00022932202116135838
pasir,0.0004402764674107922
pasok,0.00038250271297918053
passanger,0.0005883171460294976
pasu,0.00014820959043265703
pasuk,0.0005648340275581018
patah,0.00022932202116135838
paten,0.0001882094419438352
path,0.0001882094419438352
patut,8.534794684404365e-05
patwal,0.0001882094419438352
paus,0.00022932202116135838
paut,0.0001882094419438352
pawon,0.0001882094419438352
payah,8.942034680486303e-05
payung,8.534794684404365e-05
peace,0.0001882094419438352
pecah,0.0004063526988713998
pedal,0.00043914015144671083
pedalamankan,0.00043914015144671083
pedit,0.00022932202116135838
peduli,0.0006314556900044654
pedulilindungi,0.00022932202116135838
peer,0.00022932202116135838
peeusahaan,0.00022932202116135838
peg,0.00043914015144671083
pegang,5.3326183329484864e-05
pegawai,0.0006882425571326616
peka,0.0001882094419438352
pelan,0.0010990210449852386
pelat,8.534794684404365e-05
pelihara,0.00037648743362983126
pelindo,0.00022932202116135838
pelit,0.00045873618032261356
pelopor,0.00045873618032261356
pelosok,0.0003631707529734075
peluang,0.0010951430821308978
pemda,0.00014820959043265703
penasaran,8.534794684404365e-05
pencil,0.00045873618032261356
pendek,0.0006326232362954276
pendiem,0.00037648743362983126
penebanga,0.0001882094419438352
penetrasi,0.00043914015144671083
pengang,0.0001882094419438352
penganguran,0.0001882094419438352
pengaruh,0.00017661781875324186
pengatahuan,0.00022932202116135838
pengecasannnya,0.00022932202116135838
pengechargean,0.0001882094419438352
penggunaanya,0.00022932202116135838
penjara,8.534794684404365e-05
penjuru,0.00022932202116135838
pensiun,0.00022932202116135838
penuh,5.879797557928833e-05
pepatah,0.00022932202116135838
pepes,8.534794684404365e-05
perah,0.0001882094419438352
perak,0.0001882094419438352
peran,7.191881281904365e-06
perang,0.0003541340006648474
perangkat,8.534794684404365e-05
peras,0.00022932202116135838
perata,0.00029944811560737254
peraturanya,0.00022932202116135838
